ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32738;2022-04-09 18:35:06:655
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32738;2022-04-09 18:35:06:655
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32739;2022-04-09 18:35:06:656
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32739;2022-04-09 18:35:06:656
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32739;2022-04-09 18:35:06:656
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32739;2022-04-09 18:35:06:656
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32739;2022-04-09 18:35:06:656
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32739;2022-04-09 18:35:06:656
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32739;2022-04-09 18:35:06:656
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32740;2022-04-09 18:35:06:657
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32740;2022-04-09 18:35:06:657
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32740;2022-04-09 18:35:06:657
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32740;2022-04-09 18:35:06:657
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32740;2022-04-09 18:35:06:657
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32740;2022-04-09 18:35:06:657
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32741;2022-04-09 18:35:06:658
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32741;2022-04-09 18:35:06:658
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32741;2022-04-09 18:35:06:658
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32741;2022-04-09 18:35:06:658
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32741;2022-04-09 18:35:06:658
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32741;2022-04-09 18:35:06:658
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32741;2022-04-09 18:35:06:658
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32742;2022-04-09 18:35:06:659
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32742;2022-04-09 18:35:06:659
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32742;2022-04-09 18:35:06:659
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32742;2022-04-09 18:35:06:659
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32742;2022-04-09 18:35:06:659
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32742;2022-04-09 18:35:06:659
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32743;2022-04-09 18:35:06:660
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32744;2022-04-09 18:35:06:661
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32745;2022-04-09 18:35:06:662
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32745;2022-04-09 18:35:06:662
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32745;2022-04-09 18:35:06:662
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32745;2022-04-09 18:35:06:662
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32745;2022-04-09 18:35:06:662
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32745;2022-04-09 18:35:06:662
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32749;2022-04-09 18:35:06:666
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32749;2022-04-09 18:35:06:666
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32750;2022-04-09 18:35:06:667
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32750;2022-04-09 18:35:06:667
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32750;2022-04-09 18:35:06:667
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32750;2022-04-09 18:35:06:667
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32751;2022-04-09 18:35:06:668
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32751;2022-04-09 18:35:06:668
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32751;2022-04-09 18:35:06:668
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32751;2022-04-09 18:35:06:668
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32751;2022-04-09 18:35:06:668
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32752;2022-04-09 18:35:06:669
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32752;2022-04-09 18:35:06:669
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32752;2022-04-09 18:35:06:669
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32752;2022-04-09 18:35:06:669
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32752;2022-04-09 18:35:06:669
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32753;2022-04-09 18:35:06:670
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32753;2022-04-09 18:35:06:670
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32753;2022-04-09 18:35:06:670
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32753;2022-04-09 18:35:06:670
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32753;2022-04-09 18:35:06:670
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32753;2022-04-09 18:35:06:670
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32754;2022-04-09 18:35:06:671
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32754;2022-04-09 18:35:06:671
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32754;2022-04-09 18:35:06:671
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32754;2022-04-09 18:35:06:671
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32754;2022-04-09 18:35:06:671
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32754;2022-04-09 18:35:06:671
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32754;2022-04-09 18:35:06:671
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32754;2022-04-09 18:35:06:671
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32755;2022-04-09 18:35:06:672
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32755;2022-04-09 18:35:06:672
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32755;2022-04-09 18:35:06:672
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32755;2022-04-09 18:35:06:672
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32755;2022-04-09 18:35:06:672
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32755;2022-04-09 18:35:06:672
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32755;2022-04-09 18:35:06:672
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32756;2022-04-09 18:35:06:673
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32756;2022-04-09 18:35:06:673
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32756;2022-04-09 18:35:06:673
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32756;2022-04-09 18:35:06:673
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32756;2022-04-09 18:35:06:673
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32756;2022-04-09 18:35:06:673
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32756;2022-04-09 18:35:06:673
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32757;2022-04-09 18:35:06:674
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32757;2022-04-09 18:35:06:674
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32757;2022-04-09 18:35:06:674
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32757;2022-04-09 18:35:06:674
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32757;2022-04-09 18:35:06:674
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32757;2022-04-09 18:35:06:674
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32757;2022-04-09 18:35:06:674
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32757;2022-04-09 18:35:06:674
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32758;2022-04-09 18:35:06:675
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32758;2022-04-09 18:35:06:675
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32758;2022-04-09 18:35:06:675
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32758;2022-04-09 18:35:06:675
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32758;2022-04-09 18:35:06:675
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32758;2022-04-09 18:35:06:675
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32758;2022-04-09 18:35:06:675
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32759;2022-04-09 18:35:06:676
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32759;2022-04-09 18:35:06:676
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32759;2022-04-09 18:35:06:676
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32759;2022-04-09 18:35:06:676
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32759;2022-04-09 18:35:06:676
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32759;2022-04-09 18:35:06:676
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32759;2022-04-09 18:35:06:676
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32760;2022-04-09 18:35:06:677
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32760;2022-04-09 18:35:06:677
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32760;2022-04-09 18:35:06:677
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32760;2022-04-09 18:35:06:677
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32760;2022-04-09 18:35:06:677
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32760;2022-04-09 18:35:06:677
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32760;2022-04-09 18:35:06:677
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32761;2022-04-09 18:35:06:678
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32761;2022-04-09 18:35:06:678
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32761;2022-04-09 18:35:06:678
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32761;2022-04-09 18:35:06:678
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32761;2022-04-09 18:35:06:678
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32761;2022-04-09 18:35:06:678
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32761;2022-04-09 18:35:06:678
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32761;2022-04-09 18:35:06:678
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32762;2022-04-09 18:35:06:679
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32762;2022-04-09 18:35:06:679
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32763;2022-04-09 18:35:06:680
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32763;2022-04-09 18:35:06:680
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32763;2022-04-09 18:35:06:680
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32763;2022-04-09 18:35:06:680
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32763;2022-04-09 18:35:06:680
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32763;2022-04-09 18:35:06:680
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32763;2022-04-09 18:35:06:680
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32763;2022-04-09 18:35:06:680
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32764;2022-04-09 18:35:06:681
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32764;2022-04-09 18:35:06:681
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32764;2022-04-09 18:35:06:681
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32764;2022-04-09 18:35:06:681
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32764;2022-04-09 18:35:06:681
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32764;2022-04-09 18:35:06:681
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32764;2022-04-09 18:35:06:681
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32765;2022-04-09 18:35:06:682
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32765;2022-04-09 18:35:06:682
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32772;2022-04-09 18:35:06:689
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32773;2022-04-09 18:35:06:690
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32773;2022-04-09 18:35:06:690
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32773;2022-04-09 18:35:06:690
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32773;2022-04-09 18:35:06:690
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32773;2022-04-09 18:35:06:690
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32773;2022-04-09 18:35:06:690
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32774;2022-04-09 18:35:06:691
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32774;2022-04-09 18:35:06:691
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32774;2022-04-09 18:35:06:691
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32774;2022-04-09 18:35:06:691
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32774;2022-04-09 18:35:06:691
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32774;2022-04-09 18:35:06:691
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32775;2022-04-09 18:35:06:692
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32775;2022-04-09 18:35:06:692
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32775;2022-04-09 18:35:06:692
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32775;2022-04-09 18:35:06:692
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32775;2022-04-09 18:35:06:692
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32775;2022-04-09 18:35:06:692
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32775;2022-04-09 18:35:06:692
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32776;2022-04-09 18:35:06:693
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32776;2022-04-09 18:35:06:693
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32776;2022-04-09 18:35:06:693
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32776;2022-04-09 18:35:06:693
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32776;2022-04-09 18:35:06:693
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32776;2022-04-09 18:35:06:693
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32776;2022-04-09 18:35:06:693
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32777;2022-04-09 18:35:06:694
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32777;2022-04-09 18:35:06:694
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32777;2022-04-09 18:35:06:694
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32777;2022-04-09 18:35:06:694
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32777;2022-04-09 18:35:06:694
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32777;2022-04-09 18:35:06:694
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32777;2022-04-09 18:35:06:694
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32777;2022-04-09 18:35:06:694
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32778;2022-04-09 18:35:06:695
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32778;2022-04-09 18:35:06:695
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32778;2022-04-09 18:35:06:695
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32778;2022-04-09 18:35:06:695
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32778;2022-04-09 18:35:06:695
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32778;2022-04-09 18:35:06:695
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32778;2022-04-09 18:35:06:695
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32779;2022-04-09 18:35:06:696
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32779;2022-04-09 18:35:06:696
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32779;2022-04-09 18:35:06:696
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32779;2022-04-09 18:35:06:696
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32779;2022-04-09 18:35:06:696
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32779;2022-04-09 18:35:06:696
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32779;2022-04-09 18:35:06:696
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32780;2022-04-09 18:35:06:697
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32780;2022-04-09 18:35:06:697
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32780;2022-04-09 18:35:06:697
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32780;2022-04-09 18:35:06:697
