ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32780;2022-04-09 18:35:06:697
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32780;2022-04-09 18:35:06:697
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32780;2022-04-09 18:35:06:697
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32781;2022-04-09 18:35:06:698
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32781;2022-04-09 18:35:06:698
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32781;2022-04-09 18:35:06:698
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32781;2022-04-09 18:35:06:698
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32781;2022-04-09 18:35:06:698
-1.2574;-7.617;1.2631;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32781;2022-04-09 18:35:06:698
4.0014;8.2953;8.1165;3.9334;-1.6854;-0.5592;-1.3726;-3.1901;-0.4884;32827;2022-04-09 18:35:06:744
4.0014;8.2953;8.1165;3.205;3.274;0.0166;0.1098;-1.264;-2.2265;32927;2022-04-09 18:35:06:844
1.1219;4.2823;8.5789;-0.6408;-1.102;3.0363;0.0037;-2.5112;-1.9558;33027;2022-04-09 18:35:06:944
2.059;4.663;9.6377;0.2383;-0.5013;2.6284;-0.5569;-1.5671;-1.8628;33127;2022-04-09 18:35:07:044
2.6456;4.6717;9.5384;0.6115;-0.389;2.206;-0.0626;-0.9693;-1.5731;33228;2022-04-09 18:35:07:145
2.6456;4.6717;9.5384;0.6115;-0.389;2.206;-0.0626;-0.9693;-1.5731;33327;2022-04-09 18:35:07:244
2.6456;4.6717;9.5384;0.6115;-0.389;2.206;-0.0626;-0.9693;-1.5731;33427;2022-04-09 18:35:07:344
2.4604;4.9813;8.4849;1.2218;-0.3231;1.8026;-0.1321;-0.3661;-1.5558;33527;2022-04-09 18:35:07:444
0.9852;5.0091;8.7452;0.3534;-0.1489;0.2916;-0.1321;-0.3661;-1.5558;33628;2022-04-09 18:35:07:545
-2.4613;5.208;8.9022;-0.1969;0.7352;0.6591;0.3589;0.4421;-0.3685;33727;2022-04-09 18:35:07:644
-2.4185;6.4379;5.6456;-1.8952;-0.4645;1.1132;0.704;0.0837;-0.1836;33827;2022-04-09 18:35:07:744
-2.9085;5.6342;8.0815;-1.5184;0.9502;-2.1486;-0.439;0.2385;-0.243;33927;2022-04-09 18:35:07:844
-1.5144;6.7397;6.7603;-0.9125;0.9459;-0.7479;-0.1225;0.0941;0.1836;34027;2022-04-09 18:35:07:944
-0.8638;6.3156;8.0632;-0.0194;0.8651;-0.1215;0.0266;-0.1715;-0.0072;34127;2022-04-09 18:35:08:044
-0.6263;6.9655;7.4716;-0.1392;0.7065;0.2342;0.0408;-0.3268;0.0524;34227;2022-04-09 18:35:08:144
-0.8734;7.2404;8.4042;-0.0561;1.3777;-0.4136;-0.1742;-0.2341;0.0828;34328;2022-04-09 18:35:08:245
0.0377;3.8121;8.2475;-0.3865;-0.4141;2.6052;0.549;0.0502;0.1466;34427;2022-04-09 18:35:08:344
0.7116;4.9448;6.6685;0.8312;-1.8979;0.3358;0.3427;0.3712;-0.2708;34527;2022-04-09 18:35:08:444
-0.1125;4.6756;8.1909;0.6196;-1.5248;2.648;0.3123;0.067;0.1987;34629;2022-04-09 18:35:08:546
0.3248;5.3198;7.0436;0.4867;-0.5241;-0.0525;-0.1917;-0.1158;0.0999;34727;2022-04-09 18:35:08:644
0.4211;5.5747;8.7568;1.0874;0.0666;0.6023;0.0547;0.0831;-0.0548;34827;2022-04-09 18:35:08:744
0.3413;5.8723;9.0144;1.0272;0.3124;0.553;0.1109;0.0964;-0.0768;34929;2022-04-09 18:35:08:846
-0.3936;5.653;9.2279;1.3783;0.9653;0.2233;-0.0466;0.3757;-0.0896;35027;2022-04-09 18:35:08:944
-1.2951;5.0946;8.0136;0.5954;0.1215;1.1443;0.1759;0.2346;-0.1023;35127;2022-04-09 18:35:09:044
-1.4456;4.4363;7.6953;-0.3735;-0.4377;-0.0675;9.0E-4;-0.0018;0.2043;35227;2022-04-09 18:35:09:144
-0.9784;4.3687;8.6913;-1.1545;-0.518;-0.6387;-0.575;-0.1735;0.3392;35327;2022-04-09 18:35:09:244
-0.2195;5.6725;7.2664;0.4525;0.2073;-0.2475;-0.2579;-0.2277;0.0521;35427;2022-04-09 18:35:09:344
-0.4107;5.1718;8.0438;-0.102;1.1127;-1.3699;-0.5166;0.1031;0.1735;35528;2022-04-09 18:35:09:445
-0.3269;5.3288;8.2059;-0.254;0.623;-0.591;-0.0441;0.0041;-0.0979;35627;2022-04-09 18:35:09:544
0.3063;5.2872;9.548;-0.2944;1.0081;0.5291;-0.1379;-0.1552;0.0605;35727;2022-04-09 18:35:09:644
0.3482;2.9659;11.3201;0.54;1.0482;0.7049;-0.5478;0.3366;0.348;35827;2022-04-09 18:35:09:744
0.0416;3.2318;9.2731;0.6833;-1.0838;0.4776;0.1658;0.1293;-0.1672;35927;2022-04-09 18:35:09:844
-0.236;3.6488;8.6154;0.1353;-1.3797;0.5795;0.2387;-0.0417;-0.062;36027;2022-04-09 18:35:09:944
0.341;4.8802;7.5248;0.4522;-0.2278;-1.1062;0.1465;-0.1048;-0.8462;36127;2022-04-09 18:35:10:044
-0.9553;6.2163;7.7856;1.2844;0.2821;-1.0632;-0.6458;0.6121;-0.5805;36227;2022-04-09 18:35:10:144
-0.0212;5.8908;8.5726;0.1865;0.2487;-0.5787;0.1277;-0.5204;0.2514;36327;2022-04-09 18:35:10:244
0.2031;6.0233;10.3451;0.1415;1.2476;-0.0459;-0.1093;-0.6605;-0.1174;36427;2022-04-09 18:35:10:344
-0.5925;4.0086;10.2568;0.1792;1.4705;1.6311;-0.1994;-0.3566;-0.0884;36528;2022-04-09 18:35:10:445
0.1831;3.8602;6.9643;-0.6632;-0.8815;-0.8321;-0.3004;-0.1061;0.6167;36628;2022-04-09 18:35:10:545
0.4074;3.5847;8.8881;-0.3413;-0.4268;-1.8292;-0.2676;-0.2573;0.1823;36727;2022-04-09 18:35:10:644
-0.7391;4.8141;7.9816;-0.9573;-0.1176;0.2911;0.011;-0.1038;0.124;36828;2022-04-09 18:35:10:745
0.0144;4.8021;9.1926;-1.5001;0.668;-0.849;-0.0183;0.0194;0.1168;36927;2022-04-09 18:35:10:844
1.6205;4.6044;11.2696;-0.2704;0.399;2.0711;0.0874;-0.1171;0.0559;37027;2022-04-09 18:35:10:944
1.8829;2.6136;11.7129;0.8154;0.335;2.4092;0.1145;0.1975;-0.0415;37127;2022-04-09 18:35:11:044
1.9253;3.0727;9.539;0.7514;-0.6503;-1.4442;-0.2723;-0.2889;-0.3001;37227;2022-04-09 18:35:11:144
0.9757;3.9574;7.1055;0.8973;-1.5116;0.8522;0.2989;-0.0539;-0.1397;37327;2022-04-09 18:35:11:244
2.0174;5.5519;8.5334;-0.5639;-0.0631;-1.7356;0.2801;-0.4183;-0.049;37427;2022-04-09 18:35:11:344
2.3028;6.5417;8.4912;0.7055;0.2522;0.3595;0.7208;-0.009;-0.3095;37527;2022-04-09 18:35:11:444
1.8802;5.4622;9.979;0.0925;0.2885;-0.2108;-0.1422;-0.3092;-0.0513;37627;2022-04-09 18:35:11:544
1.1225;4.6397;9.5498;0.811;0.1912;1.6971;-0.2741;0.66;-0.0672;37727;2022-04-09 18:35:11:644
0.6811;4.1764;8.8134;0.759;0.4199;-0.2235;-0.5553;0.3767;-0.1064;37827;2022-04-09 18:35:11:744
0.3628;4.5661;7.5272;0.0072;-0.5915;0.1787;-0.0348;0.104;-0.0049;37927;2022-04-09 18:35:11:844
0.2641;4.9481;7.5972;-0.2901;-0.272;-1.0489;0.1292;0.0421;0.0276;38027;2022-04-09 18:35:11:944
0.4672;4.8646;8.2887;-0.4986;0.6344;-1.2101;-0.5017;0.0542;-0.1894;38127;2022-04-09 18:35:12:044
1.2296;4.3543;9.958;-0.2074;0.4269;-0.4643;-0.1935;-0.3256;-0.3543;38227;2022-04-09 18:35:12:144
1.3555;2.5983;9.1187;0.9635;-1.5569;3.4379;0.5238;-0.1312;-0.115;38327;2022-04-09 18:35:12:244
1.6834;2.6345;8.5854;0.6347;-1.7617;0.2734;-0.0628;-0.2917;-0.2497;38427;2022-04-09 18:35:12:344
1.8;5.1739;7.8419;0.3757;-1.1663;-0.2823;0.2729;-0.2631;-0.2014;38527;2022-04-09 18:35:12:444
1.8182;5.3504;7.8646;1.0563;0.5476;-0.8253;0.1735;-0.0852;-0.3283;38629;2022-04-09 18:35:12:546
-0.0144;4.5921;8.4972;2.4488;1.6333;-1.192;-0.2297;0.5159;-0.2307;38727;2022-04-09 18:35:12:644
0.7735;5.5484;8.6288;-0.65;-0.4714;0.0809;0.3744;-0.4273;-0.0681;38827;2022-04-09 18:35:12:744
0.6778;4.6463;9.7457;0.8303;0.8811;1.0913;-0.0224;0.1958;-0.0837;38934;2022-04-09 18:35:12:851
0.064;4.5473;8.5412;0.3107;-0.2142;1.1413;-0.0484;0.0809;0.0808;39027;2022-04-09 18:35:12:944
0.7068;3.8737;10.3499;-0.1061;-0.1907;-0.1333;-0.2017;0.3224;-0.0144;39127;2022-04-09 18:35:13:044
0.4256;5.1254;6.8815;0.2523;-0.7262;-0.8715;0.1287;0.1261;0.0292;39227;2022-04-09 18:35:13:144
-0.4241;5.3928;7.413;0.4862;0.1954;-1.6587;0.1049;0.0536;-0.0844;39327;2022-04-09 18:35:13:244
0.0754;5.4688;9.5181;-0.5803;0.6874;-0.529;0.0409;-0.1521;-0.1329;39427;2022-04-09 18:35:13:344
2.0608;5.4305;9.431;-0.2184;0.4747;1.0147;-0.0515;-0.6849;-0.3483;39527;2022-04-09 18:35:13:444
1.4019;4.3917;8.222;0.6571;-1.3427;1.3127;-0.1526;-1.0088;-0.6008;39627;2022-04-09 18:35:13:544
0.8602;3.8602;8.7529;1.1958;-0.115;-0.5715;-0.6162;0.3987;-0.6319;39728;2022-04-09 18:35:13:645
0.5641;5.1933;7.3307;0.5631;-0.0597;-0.6044;0.0756;0.111;-0.4983;39827;2022-04-09 18:35:13:744
0.0245;4.9047;7.7333;0.8679;0.7084;-1.4354;-0.0078;0.0341;-0.4894;39927;2022-04-09 18:35:13:844
0.6117;5.4042;9.0861;-0.4941;0.7191;-0.7042;-0.1608;-0.6225;0.015;40027;2022-04-09 18:35:13:944
0.9535;4.3427;11.6438;0.164;1.0845;0.2498;-0.2242;-0.6328;-0.1141;40127;2022-04-09 18:35:14:044
1.401;2.7882;8.7156;-0.2612;-0.2518;2.9733;0.6425;-1.8984;1.58;40227;2022-04-09 18:35:14:144
2.7129;3.2548;2.7724;-2.9593;-2.2617;1.4536;1.2415;-2.3408;1.1718;40327;2022-04-09 18:35:14:244
2.7129;3.2548;2.7724;-2.9593;-2.2617;1.4536;1.2415;-2.3408;1.1718;40427;2022-04-09 18:35:14:344
2.7129;3.2548;2.7724;-5.8532;-0.2556;-0.338;1.2415;-2.3408;1.1718;40527;2022-04-09 18:35:14:444
3.877;-3.5243;-0.0658;-5.6597;-5.368;-0.3805;-0.1761;-3.6836;0.6869;40627;2022-04-09 18:35:14:544
31.3986;-12.801;8.9955;0.5076;-7.2051;2.3629;0.8746;-0.9048;5.016;40727;2022-04-09 18:35:14:644
11.3468;2.1203;-5.1087;12.4621;6.8697;1.3749;-0.6009;2.0269;-1.4896;40827;2022-04-09 18:35:14:744
7.6253;-4.2781;-5.0192;3.4434;8.3029;-6.2885;-3.0096;2.7073;-1.5305;40927;2022-04-09 18:35:14:844
1.7252;-4.8036;-0.7986;-0.3058;-3.7602;2.6122;0.6377;-1.1172;-0.8541;41027;2022-04-09 18:35:14:944
9.7968;-2.5914;-2.0288;-7.6704;-1.734;0.5689;-0.2581;-0.8853;-0.4384;41127;2022-04-09 18:35:15:044
9.9509;-8.2071;-3.0443;0.8309;1.1249;0.3074;-1.2052;-1.1026;1.3084;41227;2022-04-09 18:35:15:144
8.1739;-9.0329;-1.9349;0.5431;-2.7174;-1.3707;-0.3624;-1.3336;1.7595;41327;2022-04-09 18:35:15:244
4.7892;-4.3953;-0.1549;0.5102;-3.1991;1.0904;0.1306;-0.9448;1.6203;41428;2022-04-09 18:35:15:345
3.0257;-5.8286;1.4171;-2.5374;-1.2474;5.9811;0.7767;0.6081;2.7876;41527;2022-04-09 18:35:15:444
1.4426;-3.7834;0.3096;-0.4175;3.3379;3.0392;1.9416;0.3958;4.4618;41629;2022-04-09 18:35:15:546
1.1749;-16.8045;2.773;0.8153;-10.2002;1.3843;-1.6699;4.0311;-3.6515;41727;2022-04-09 18:35:15:644
1.8422;-4.8332;-0.2456;-3.0695;-7.6771;2.2563;-1.3297;5.9008;0.9551;41827;2022-04-09 18:35:15:744
4.8039;-10.3104;3.1334;1.3789;-1.7603;1.9334;-1.3798;1.1571;0.3451;41927;2022-04-09 18:35:15:844
3.4472;-10.9388;3.9849;0.5097;-1.2402;3.6724;-1.6177;4.8158;-0.1652;42027;2022-04-09 18:35:15:944
2.9186;-9.0918;3.0637;-3.6321;-0.8641;-6.2836;-2.3371;1.475;0.7837;42128;2022-04-09 18:35:16:045
6.5073;-7.5302;2.653;-0.2942;0.4394;3.3271;-1.1954;3.4714;0.6156;42228;2022-04-09 18:35:16:145
4.6911;-7.0801;-4.2359;2.9862;1.8726;3.0295;-1.4181;3.3647;-0.2772;42327;2022-04-09 18:35:16:244
5.1655;-7.4399;-1.3956;0.0822;2.8132;-0.5426;-0.4445;2.2945;0.0553;42428;2022-04-09 18:35:16:345
4.1339;-7.9178;-0.2004;5.8395;-1.8849;-6.1171;-0.4169;1.12;-0.3355;42527;2022-04-09 18:35:16:444
1.3657;-8.8304;0.5815;0.3948;1.3421;-0.8014;-0.1081;1.7997;0.3537;42628;2022-04-09 18:35:16:545
5.5421;-10.5769;1.0298;-1.8395;0.6028;-0.074;-0.3587;1.1823;0.7023;42727;2022-04-09 18:35:16:644
3.9188;-7.9917;0.1771;0.0;0.0;0.0;0.3147;0.8224;0.2544;42828;2022-04-09 18:35:16:745
4.2939;-7.8918;0.3697;-0.5957;0.3802;-0.3545;0.6102;-0.4725;0.3934;42927;2022-04-09 18:35:16:844
4.4785;-8.4523;0.3257;0.3053;-0.2291;-0.0122;0.1519;0.9005;0.0321;43028;2022-04-09 18:35:16:945
4.2526;-9.7137;0.6775;0.1684;-0.0851;-0.7485;-0.6053;1.6722;0.0324;43127;2022-04-09 18:35:17:044
9.7229;-9.9012;-5.0509;0.9656;-0.5013;-0.6241;-0.0476;-0.0118;0.037;43227;2022-04-09 18:35:17:144
7.0908;-10.8251;1.2616;0.0;0.0;0.0;-2.9223;-2.1418;-1.906;43327;2022-04-09 18:35:17:244
3.5133;-7.3552;0.2318;-2.1937;-1.6423;1.4682;1.337;-0.0759;-1.0917;43427;2022-04-09 18:35:17:344
4.2598;-6.8761;-0.3257;-2.5151;2.4427;-1.865;0.3036;-1.8819;-1.4778;43527;2022-04-09 18:35:17:444
-0.6135;-6.184;2.1511;-1.6195;1.9649;-1.9804;1.1001;-1.1756;-0.3302;43629;2022-04-09 18:35:17:546
13.2559;-8.4903;-6.6778;-1.2381;-0.6016;-2.4533;0.3737;-1.3912;0.0354;43727;2022-04-09 18:35:17:644
13.2559;-8.4903;-6.6778;-1.2381;-0.6016;-2.4533;0.3737;-1.3912;0.0354;43887;2022-04-09 18:35:17:804
4.5434;-6.181;2.2361;0.0;0.0;0.0;1.3481;-1.7156;-0.3595;43927;2022-04-09 18:35:17:844
4.7883;-11.0683;2.3632;-2.1127;7.4299;3.5167;1.6074;-0.3407;1.2451;44027;2022-04-09 18:35:17:944
3.641;-8.881;-0.0694;0.6026;2.1957;-0.3647;0.2158;1.0346;0.5557;44128;2022-04-09 18:35:18:045
4.3167;-8.3976;1.7722;1.016;1.3209;-1.7453;0.0866;0.7321;0.4969;44228;2022-04-09 18:35:18:145
4.651;-8.0853;0.2566;1.3654;1.0935;0.3825;-0.2816;1.2084;0.6299;44327;2022-04-09 18:35:18:244
6.4696;-8.7697;1.1997;2.5569;1.6848;-1.3742;-0.0553;0.6999;0.5214;44428;2022-04-09 18:35:18:345
7.4426;-10.6265;-2.2666;4.9435;-0.038;-3.1015;-1.6091;-2.0065;-1.5357;44527;2022-04-09 18:35:18:444
4.4979;-10.0621;4.1471;1.9865;-1.6782;-0.7619;-1.7889;0.2272;-1.7947;44627;2022-04-09 18:35:18:544
4.6487;-9.2707;-1.6442;-1.6093;-1.6063;5.6227;-0.1994;-0.8775;-1.5375;44729;2022-04-09 18:35:18:646
1.4225;-6.941;-0.2743;-3.4152;1.2274;2.1973;0.6948;-1.1116;-0.3763;44827;2022-04-09 18:35:18:744
10.3247;-7.9077;-6.0838;-2.2805;1.2171;0.7494;0.9572;-1.092;-0.0693;44928;2022-04-09 18:35:18:845
7.4728;-8.4162;-4.1647;4.7817;0.245;-4.117;0.4882;-2.1276;-0.2879;45029;2022-04-09 18:35:18:946
5.872;-9.3024;-3.2402;1.6363;-0.3438;-2.2233;0.7741;-0.7156;-0.5291;45127;2022-04-09 18:35:19:044
0.2318;-8.9276;6.0963;-2.5819;-3.0389;3.1195;1.0699;-3.1605;0.4905;45227;2022-04-09 18:35:19:144
1.7782;-10.8389;-0.1169;-4.9035;-0.2014;5.9427;1.5949;5.5589;-0.6692;45328;2022-04-09 18:35:19:245
6.3942;-7.7886;0.7143;-1.0087;-1.2905;-0.8646;-0.936;1.5832;1.5755;45427;2022-04-09 18:35:19:344
7.9104;-7.3253;1.9187;3.4509;1.8966;0.1286;0.7964;-1.539;1.2078;45528;2022-04-09 18:35:19:445
5.0204;-8.7105;-1.3983;3.8856;1.8876;-1.9352;0.1518;2.1432;-0.0647;45627;2022-04-09 18:35:19:544
6.9323;-9.463;0.4519;2.3206;0.78;-3.2258;-0.9247;0.6675;0.0031;45728;2022-04-09 18:35:19:645
7.7973;-10.1524;-3.9302;3.6758;-0.0829;-1.2443;-0.3166;0.6124;-0.7639;46090;2022-04-09 18:35:20:007
7.7973;-10.1524;-3.9302;3.6758;-0.0829;-1.2443;-0.3166;0.6124;-0.7639;46090;2022-04-09 18:35:20:007
7.7973;-10.1524;-3.9302;3.6758;-0.0829;-1.2443;-0.3166;0.6124;-0.7639;46090;2022-04-09 18:35:20:007
7.7973;-10.1524;-3.9302;3.6758;-0.0829;-1.2443;-0.3166;0.6124;-0.7639;46091;2022-04-09 18:35:20:008
7.7973;-10.1524;-3.9302;3.6758;-0.0829;-1.2443;-0.3166;0.6124;-0.7639;46091;2022-04-09 18:35:20:008
7.7973;-10.1524;-3.9302;3.6758;-0.0829;-1.2443;-0.3166;0.6124;-0.7639;46091;2022-04-09 18:35:20:008
7.7973;-10.1524;-3.9302;3.6758;-0.0829;-1.2443;-0.3166;0.6124;-0.7639;46091;2022-04-09 18:35:20:008
7.7973;-10.1524;-3.9302;3.6758;-0.0829;-1.2443;-0.3166;0.6124;-0.7639;46091;2022-04-09 18:35:20:008
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46105;2022-04-09 18:35:20:022
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46105;2022-04-09 18:35:20:022
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46106;2022-04-09 18:35:20:023
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46106;2022-04-09 18:35:20:023
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46106;2022-04-09 18:35:20:023
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46106;2022-04-09 18:35:20:023
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46106;2022-04-09 18:35:20:023
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46106;2022-04-09 18:35:20:023
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46106;2022-04-09 18:35:20:023
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46107;2022-04-09 18:35:20:024
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46107;2022-04-09 18:35:20:024
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46107;2022-04-09 18:35:20:024
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46107;2022-04-09 18:35:20:024
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46107;2022-04-09 18:35:20:024
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46107;2022-04-09 18:35:20:024
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46107;2022-04-09 18:35:20:024
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46107;2022-04-09 18:35:20:024
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46108;2022-04-09 18:35:20:025
5.2062;-11.2187;-0.0479;0.0;0.0;0.0;0.6959;-0.173;0.9954;46108;2022-04-09 18:35:20:025
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46164;2022-04-09 18:35:20:081
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46515;2022-04-09 18:35:20:432
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46516;2022-04-09 18:35:20:433
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46516;2022-04-09 18:35:20:433
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46517;2022-04-09 18:35:20:434
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46517;2022-04-09 18:35:20:434
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46517;2022-04-09 18:35:20:434
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46517;2022-04-09 18:35:20:434
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46518;2022-04-09 18:35:20:435
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46518;2022-04-09 18:35:20:435
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46518;2022-04-09 18:35:20:435
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46518;2022-04-09 18:35:20:435
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46518;2022-04-09 18:35:20:435
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46518;2022-04-09 18:35:20:435
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46519;2022-04-09 18:35:20:436
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46519;2022-04-09 18:35:20:436
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46519;2022-04-09 18:35:20:436
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46519;2022-04-09 18:35:20:436
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46519;2022-04-09 18:35:20:436
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46519;2022-04-09 18:35:20:436
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46519;2022-04-09 18:35:20:436
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46520;2022-04-09 18:35:20:437
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46520;2022-04-09 18:35:20:437
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46520;2022-04-09 18:35:20:437
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46520;2022-04-09 18:35:20:437
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46520;2022-04-09 18:35:20:437
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46520;2022-04-09 18:35:20:437
1.6825;-8.316;-1.8203;0.0;0.0;0.0;0.9796;0.2419;1.3918;46521;2022-04-09 18:35:20:438
17.1524;-8.2935;-4.4686;0.0;0.0;0.0;0.2336;-1.2076;0.4384;46585;2022-04-09 18:35:20:502
7.9077;-13.7402;-3.4681;4.0164;-1.2426;-0.5066;0.3474;0.409;-0.5324;46935;2022-04-09 18:35:20:852
7.9077;-13.7402;-3.4681;4.0164;-1.2426;-0.5066;0.3474;0.409;-0.5324;46936;2022-04-09 18:35:20:853
7.9077;-13.7402;-3.4681;4.0164;-1.2426;-0.5066;0.3474;0.409;-0.5324;46936;2022-04-09 18:35:20:853
7.9077;-13.7402;-3.4681;4.0164;-1.2426;-0.5066;0.3474;0.409;-0.5324;46937;2022-04-09 18:35:20:854
7.9077;-13.7402;-3.4681;4.0164;-1.2426;-0.5066;0.3474;0.409;-0.5324;46937;2022-04-09 18:35:20:854
7.9077;-13.7402;-3.4681;4.0164;-1.2426;-0.5066;0.3474;0.409;-0.5324;46937;2022-04-09 18:35:20:854
7.9077;-13.7402;-3.4681;4.0164;-1.2426;-0.5066;0.3474;0.409;-0.5324;46937;2022-04-09 18:35:20:854
7.9077;-13.7402;-3.4681;4.0164;-1.2426;-0.5066;0.3474;0.409;-0.5324;46938;2022-04-09 18:35:20:855
1.0137;-6.9236;0.454;0.0;0.0;0.0;-0.0275;1.224;0.8822;46981;2022-04-09 18:35:20:898
1.5138;-5.2241;1.5553;0.1596;3.4515;-2.0691;-0.1901;0.0044;-0.5473;47081;2022-04-09 18:35:20:998
-1.8392;-5.6701;0.7534;0.0273;3.3846;0.6423;0.5554;0.4838;0.8676;47183;2022-04-09 18:35:21:100
11.624;-6.7146;-3.3574;11.6891;-1.9294;-5.1196;0.1787;1.2861;-0.4102;47281;2022-04-09 18:35:21:198
4.7611;-15.3658;-1.925;7.0364;1.3307;-2.7283;-0.2285;-0.0142;-0.2869;47381;2022-04-09 18:35:21:298
1.6214;-12.1687;1.6035;-4.0948;3.5122;2.0181;-0.6651;0.1249;0.8388;47481;2022-04-09 18:35:21:398
1.9427;-7.5855;1.4378;-1.1119;-2.8256;2.4571;0.0145;-1.1808;0.9378;47581;2022-04-09 18:35:21:498
7.1225;-8.3701;1.8018;2.6746;1.1007;0.641;1.6012;-1.5545;1.1505;47681;2022-04-09 18:35:21:598
